age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile,savings_ratio,expense_ratio,emi_to_income_ratio,investment_to_income_ratio
27,40000.0,21400.0,16600.0,747000,403000.0,2000,7,2,1,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,66.0,HIGH,1.55625,0.535,0.05,0.8395833333333333
62,186000.0,99400.0,66300.0,747000,386000.0,20300,12,4,2,LUMP_SUM,HIGH,WEALTH_CREATION,80.0,HIGH,0.3346774193548387,0.5344086021505376,0.10913978494623656,0.17293906810035842
65,43000.0,22300.0,10200.0,312000,47000.0,10500,5,4,4,RARELY,MEDIUM,SHORT_TERM_GOAL,74.0,MEDIUM,0.6046511627906976,0.5186046511627908,0.2441860465116279,0.09108527131782945
25,163000.0,70700.0,51500.0,1108000,465000.0,40800,13,3,3,MONTHLY,HIGH,WEALTH_CREATION,79.0,HIGH,0.5664621676891616,0.43374233128834355,0.25030674846625767,0.23773006134969324
25,112000.0,63100.0,33000.0,1241000,29000.0,15900,13,2,2,LUMP_SUM,LOW,EMERGENCY_FUND,52.0,HIGH,0.9233630952380952,0.5633928571428571,0.1419642857142857,0.021577380952380952
54,97000.0,45900.0,33300.0,341000,86000.0,17800,7,3,5,MONTHLY,MEDIUM,WEALTH_CREATION,89.0,HIGH,0.2929553264604811,0.4731958762886598,0.18350515463917524,0.07388316151202749
61,21000.0,13500.0,6300.0,159000,85000.0,1200,4,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,69.0,HIGH,0.6309523809523809,0.6428571428571429,0.05714285714285714,0.3373015873015873
51,75000.0,36500.0,30100.0,1121000,232000.0,8400,4,3,1,RARELY,MEDIUM,RETIREMENT,51.0,HIGH,1.2455555555555555,0.4866666666666667,0.112,0.2577777777777778
21,164000.0,111700.0,9300.0,3203000,31000.0,43000,18,3,4,LUMP_SUM,MEDIUM,EMERGENCY_FUND,76.0,HIGH,1.627540650406504,0.6810975609756098,0.2621951219512195,0.015752032520325202
31,145000.0,89300.0,14700.0,6043000,1916000.0,41000,13,2,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,72.0,HIGH,3.4729885057471264,0.6158620689655172,0.2827586206896552,1.1011494252873564
51,41000.0,16500.0,11700.0,467000,101000.0,12800,1,3,2,MONTHLY,HIGH,WEALTH_CREATION,55.0,HIGH,0.9491869918699187,0.4024390243902439,0.3121951219512195,0.20528455284552846
25,88000.0,56000.0,23300.0,1922000,275000.0,8700,23,2,1,RARELY,MEDIUM,SHORT_TERM_GOAL,28.0,HIGH,1.8200757575757576,0.6363636363636364,0.09886363636363636,0.2604166666666667
38,113000.0,59100.0,29500.0,1684000,131000.0,24400,7,1,2,RARELY,MEDIUM,TAX_SAVING,29.0,MEDIUM,1.2418879056047198,0.5230088495575221,0.215929203539823,0.09660766961651918
47,85000.0,58300.0,9700.0,934000,274000.0,17000,19,4,4,LUMP_SUM,LOW,WEALTH_CREATION,77.0,HIGH,0.9156862745098039,0.6858823529411765,0.2,0.26862745098039215
31,75000.0,40700.0,11300.0,590000,241000.0,23000,16,3,2,MONTHLY,HIGH,WEALTH_CREATION,57.0,HIGH,0.6555555555555556,0.5426666666666666,0.30666666666666664,0.2677777777777778
30,69000.0,63400.0,0.0,650000,455000.0,18400,3,2,2,RARELY,MEDIUM,WEALTH_CREATION,43.0,LOW,0.785024154589372,0.9188405797101449,0.26666666666666666,0.5495169082125604
36,138000.0,67400.0,24900.0,644000,147000.0,45700,21,2,4,QUARTERLY,LOW,SHORT_TERM_GOAL,86.0,HIGH,0.3888888888888889,0.48840579710144927,0.33115942028985507,0.08876811594202899
33,50000.0,37300.0,8000.0,225000,28000.0,4700,17,5,1,LUMP_SUM,HIGH,WEALTH_CREATION,78.0,HIGH,0.375,0.746,0.094,0.04666666666666667
21,71000.0,55700.0,4900.0,1460000,90000.0,10400,5,4,1,RARELY,MEDIUM,SHORT_TERM_GOAL,58.0,HIGH,1.7136150234741785,0.7845070422535211,0.14647887323943662,0.1056338028169014
65,46000.0,36500.0,0.0,528000,213000.0,10100,4,3,1,MONTHLY,MEDIUM,TAX_SAVING,71.0,HIGH,0.9565217391304348,0.7934782608695652,0.21956521739130436,0.3858695652173913
38,60000.0,29900.0,28600.0,958000,185000.0,1500,8,4,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,95.0,HIGH,1.3305555555555555,0.49833333333333335,0.025,0.2569444444444444
22,65000.0,28000.0,23700.0,325000,49000.0,13300,18,3,1,MONTHLY,MEDIUM,EMERGENCY_FUND,59.0,HIGH,0.4166666666666667,0.4307692307692308,0.20461538461538462,0.06282051282051282
42,96000.0,67400.0,0.0,687000,258000.0,43100,2,1,3,MONTHLY,MEDIUM,TAX_SAVING,58.0,LOW,0.5963541666666666,0.7020833333333333,0.44895833333333335,0.22395833333333334
21,72000.0,34800.0,21400.0,828000,111000.0,15800,11,2,3,LUMP_SUM,MEDIUM,RETIREMENT,59.0,HIGH,0.9583333333333334,0.48333333333333334,0.21944444444444444,0.1284722222222222
49,59000.0,35800.0,13700.0,563000,19000.0,9500,24,2,2,MONTHLY,LOW,WEALTH_CREATION,56.0,HIGH,0.7951977401129944,0.6067796610169491,0.16101694915254236,0.026836158192090395
51,26000.0,15900.0,6700.0,169000,17000.0,3400,13,3,1,MONTHLY,HIGH,RETIREMENT,46.0,MEDIUM,0.5416666666666666,0.6115384615384616,0.13076923076923078,0.05448717948717949
64,153000.0,90600.0,33400.0,2153000,92000.0,29000,16,3,2,RARELY,LOW,TAX_SAVING,68.0,HIGH,1.1726579520697167,0.592156862745098,0.1895424836601307,0.05010893246187364
24,61000.0,47000.0,0.0,1500000,415000.0,14700,15,2,4,RARELY,MEDIUM,TAX_SAVING,59.0,HIGH,2.0491803278688523,0.7704918032786885,0.24098360655737705,0.5669398907103825
57,122000.0,58300.0,40100.0,1733000,180000.0,23600,5,2,2,MONTHLY,LOW,EMERGENCY_FUND,55.0,MEDIUM,1.1837431693989071,0.4778688524590164,0.19344262295081968,0.12295081967213115
30,65000.0,42000.0,2900.0,1809000,169000.0,20100,3,3,3,MONTHLY,MEDIUM,RETIREMENT,69.0,HIGH,2.3192307692307694,0.6461538461538462,0.30923076923076925,0.21666666666666667
52,87000.0,78300.0,0.0,1512000,595000.0,9600,18,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,83.0,HIGH,1.4482758620689655,0.9,0.1103448275862069,0.5699233716475096
65,193000.0,110900.0,33000.0,1354000,378000.0,49100,16,3,1,MONTHLY,HIGH,EMERGENCY_FUND,71.0,LOW,0.5846286701208981,0.5746113989637306,0.2544041450777202,0.16321243523316062
27,82000.0,30900.0,34800.0,209000,27000.0,16300,11,2,4,MONTHLY,LOW,EMERGENCY_FUND,85.0,HIGH,0.21239837398373984,0.37682926829268293,0.19878048780487806,0.027439024390243903
45,93000.0,58300.0,4000.0,640000,303000.0,30700,16,3,1,MONTHLY,LOW,WEALTH_CREATION,66.0,HIGH,0.5734767025089605,0.6268817204301075,0.3301075268817204,0.271505376344086
27,207000.0,117200.0,23000.0,1322000,371000.0,66800,7,1,2,LUMP_SUM,HIGH,EMERGENCY_FUND,42.0,LOW,0.5322061191626409,0.5661835748792271,0.32270531400966185,0.14935587761674718
23,32000.0,18100.0,3200.0,494000,100000.0,10700,2,3,4,MONTHLY,HIGH,EMERGENCY_FUND,64.0,MEDIUM,1.2864583333333333,0.565625,0.334375,0.2604166666666667
39,92000.0,72600.0,14700.0,4276000,2877000.0,4700,15,5,3,MONTHLY,LOW,SHORT_TERM_GOAL,92.0,HIGH,3.8731884057971016,0.7891304347826087,0.051086956521739134,2.6059782608695654
57,123000.0,70200.0,35100.0,2973000,545000.0,17700,6,1,1,RARELY,MEDIUM,RETIREMENT,32.0,HIGH,2.0142276422764227,0.5707317073170731,0.14390243902439023,0.3692411924119241
45,24000.0,22000.0,0.0,1427000,149000.0,3100,8,2,4,MONTHLY,HIGH,WEALTH_CREATION,62.0,HIGH,4.954861111111111,0.9166666666666666,0.12916666666666668,0.5173611111111112
61,78000.0,54400.0,0.0,464000,111000.0,32800,7,1,1,RARELY,MEDIUM,WEALTH_CREATION,38.0,LOW,0.49572649572649574,0.6974358974358974,0.4205128205128205,0.11858974358974358
30,51000.0,35800.0,6300.0,953000,381000.0,8900,13,4,3,MONTHLY,HIGH,RETIREMENT,78.0,HIGH,1.5571895424836601,0.7019607843137254,0.17450980392156862,0.6225490196078431
58,60000.0,35900.0,18900.0,406000,23000.0,5200,15,2,2,MONTHLY,LOW,EMERGENCY_FUND,60.0,HIGH,0.5638888888888889,0.5983333333333334,0.08666666666666667,0.03194444444444444
50,78000.0,33200.0,32900.0,411000,25000.0,11900,18,2,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,83.0,HIGH,0.4391025641025641,0.4256410256410256,0.15256410256410258,0.026709401709401708
41,64000.0,31300.0,27900.0,614000,102000.0,4800,2,3,1,MONTHLY,MEDIUM,EMERGENCY_FUND,56.0,MEDIUM,0.7994791666666666,0.4890625,0.075,0.1328125
59,38000.0,25200.0,8000.0,414000,173000.0,4800,9,1,3,QUARTERLY,HIGH,WEALTH_CREATION,62.0,HIGH,0.9078947368421053,0.6631578947368421,0.12631578947368421,0.3793859649122807
65,34000.0,21200.0,3900.0,572000,120000.0,8900,14,1,2,LUMP_SUM,HIGH,EMERGENCY_FUND,37.0,LOW,1.4019607843137254,0.6235294117647059,0.26176470588235295,0.29411764705882354
60,89000.0,81800.0,0.0,1224000,460000.0,15400,11,1,1,RARELY,HIGH,RETIREMENT,34.0,LOW,1.146067415730337,0.9191011235955057,0.17303370786516853,0.4307116104868914
31,57000.0,21700.0,27100.0,367000,10000.0,8200,2,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,84.0,HIGH,0.5365497076023392,0.38070175438596493,0.14385964912280702,0.014619883040935672
25,85000.0,37100.0,29100.0,424000,35000.0,18800,15,1,2,RARELY,MEDIUM,WEALTH_CREATION,34.0,MEDIUM,0.41568627450980394,0.4364705882352941,0.2211764705882353,0.03431372549019608
43,40000.0,11000.0,22200.0,807000,225000.0,6800,9,2,5,RARELY,HIGH,WEALTH_CREATION,60.0,HIGH,1.68125,0.275,0.17,0.46875
30,106000.0,68600.0,1400.0,1202000,339000.0,36000,12,1,2,MONTHLY,MEDIUM,TAX_SAVING,43.0,MEDIUM,0.9449685534591195,0.6471698113207547,0.33962264150943394,0.2665094339622642
27,22000.0,12200.0,5300.0,488000,7000.0,4500,15,2,5,QUARTERLY,HIGH,TAX_SAVING,63.0,HIGH,1.8484848484848484,0.5545454545454546,0.20454545454545456,0.026515151515151516
62,32000.0,12800.0,16900.0,395000,85000.0,2300,7,1,3,MONTHLY,LOW,RETIREMENT,56.0,HIGH,1.0286458333333333,0.4,0.071875,0.22135416666666666
53,53000.0,21300.0,21300.0,442000,126000.0,10400,21,1,1,RARELY,MEDIUM,WEALTH_CREATION,18.0,MEDIUM,0.6949685534591195,0.4018867924528302,0.19622641509433963,0.19811320754716982
39,56000.0,31500.0,13100.0,1114000,464000.0,11400,2,1,2,LUMP_SUM,LOW,WEALTH_CREATION,42.0,HIGH,1.6577380952380953,0.5625,0.20357142857142857,0.6904761904761905
52,44000.0,11600.0,14200.0,757000,359000.0,18200,9,1,3,LUMP_SUM,MEDIUM,RETIREMENT,55.0,HIGH,1.433712121212121,0.2636363636363636,0.41363636363636364,0.6799242424242424
65,126000.0,50500.0,51100.0,1649000,1356000.0,24400,3,2,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,75.0,HIGH,1.0906084656084656,0.4007936507936508,0.19365079365079366,0.8968253968253969
61,165000.0,96800.0,60700.0,2283000,569000.0,7500,8,4,3,QUARTERLY,LOW,RETIREMENT,85.0,HIGH,1.153030303030303,0.5866666666666667,0.045454545454545456,0.2873737373737374
29,95000.0,37200.0,35200.0,364000,28000.0,22600,6,5,3,QUARTERLY,LOW,EMERGENCY_FUND,93.0,HIGH,0.3192982456140351,0.391578947368421,0.23789473684210527,0.02456140350877193
46,101000.0,72700.0,22800.0,559000,31000.0,5500,11,1,4,QUARTERLY,HIGH,WEALTH_CREATION,75.0,HIGH,0.4612211221122112,0.7198019801980198,0.054455445544554455,0.02557755775577558
64,124000.0,76200.0,29900.0,228000,36000.0,17900,11,2,5,RARELY,HIGH,WEALTH_CREATION,64.0,MEDIUM,0.1532258064516129,0.614516129032258,0.1443548387096774,0.024193548387096774
52,42000.0,30400.0,4700.0,601000,135000.0,6900,24,4,4,QUARTERLY,LOW,SHORT_TERM_GOAL,91.0,HIGH,1.1924603174603174,0.7238095238095238,0.16428571428571428,0.26785714285714285
47,72000.0,45000.0,1200.0,453000,67000.0,25800,1,4,4,RARELY,MEDIUM,WEALTH_CREATION,70.0,MEDIUM,0.5243055555555556,0.625,0.35833333333333334,0.0775462962962963
24,59000.0,37500.0,9000.0,1179000,73000.0,12500,2,2,3,LUMP_SUM,HIGH,WEALTH_CREATION,56.0,HIGH,1.6652542372881356,0.635593220338983,0.211864406779661,0.10310734463276836
31,101000.0,66900.0,7700.0,2062000,1362000.0,26400,18,1,2,MONTHLY,LOW,WEALTH_CREATION,52.0,HIGH,1.7013201320132014,0.6623762376237624,0.2613861386138614,1.1237623762376239
35,80000.0,26200.0,11600.0,2994000,208000.0,42200,21,3,4,RARELY,HIGH,RETIREMENT,61.0,HIGH,3.11875,0.3275,0.5275,0.21666666666666667
41,150000.0,97000.0,11900.0,2034000,565000.0,41100,12,3,3,RARELY,HIGH,RETIREMENT,50.0,HIGH,1.13,0.6466666666666666,0.274,0.3138888888888889
40,68000.0,47200.0,11200.0,473000,42000.0,9600,8,1,4,RARELY,LOW,WEALTH_CREATION,70.0,HIGH,0.5796568627450981,0.6941176470588235,0.1411764705882353,0.051470588235294115
41,127000.0,83600.0,32700.0,836000,50000.0,10700,13,2,3,RARELY,HIGH,RETIREMENT,50.0,HIGH,0.5485564304461942,0.658267716535433,0.08425196850393701,0.03280839895013123
52,38000.0,32400.0,0.0,1596000,215000.0,6400,8,1,4,LUMP_SUM,LOW,EMERGENCY_FUND,79.0,HIGH,3.5,0.8526315789473684,0.16842105263157894,0.47149122807017546
23,61000.0,28500.0,25800.0,162000,3000.0,6700,10,3,2,MONTHLY,MEDIUM,WEALTH_CREATION,86.0,HIGH,0.22131147540983606,0.4672131147540984,0.10983606557377049,0.004098360655737705
34,44000.0,33000.0,4400.0,707000,219000.0,6600,4,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,61.0,HIGH,1.3390151515151516,0.75,0.15,0.4147727272727273
55,84000.0,40500.0,40500.0,428000,174000.0,3000,9,2,2,MONTHLY,MEDIUM,TAX_SAVING,55.0,HIGH,0.4246031746031746,0.48214285714285715,0.03571428571428571,0.17261904761904762
47,64000.0,54400.0,0.0,1047000,122000.0,24400,5,2,4,MONTHLY,MEDIUM,WEALTH_CREATION,70.0,HIGH,1.36328125,0.85,0.38125,0.15885416666666666
24,88000.0,51700.0,18500.0,345000,84000.0,17800,8,1,1,MONTHLY,LOW,WEALTH_CREATION,55.0,MEDIUM,0.32670454545454547,0.5875,0.20227272727272727,0.07954545454545454
24,93000.0,59400.0,30600.0,287000,58000.0,3000,5,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,49.0,HIGH,0.257168458781362,0.6387096774193548,0.03225806451612903,0.05197132616487455
39,54000.0,36800.0,16200.0,307000,43000.0,1000,7,1,5,QUARTERLY,MEDIUM,EMERGENCY_FUND,74.0,HIGH,0.4737654320987654,0.6814814814814815,0.018518518518518517,0.06635802469135803
60,63000.0,30900.0,29200.0,530000,225000.0,2900,8,2,5,RARELY,HIGH,WEALTH_CREATION,54.0,HIGH,0.701058201058201,0.49047619047619045,0.046031746031746035,0.2976190476190476
22,25000.0,12400.0,4800.0,813000,255000.0,7800,7,4,2,MONTHLY,LOW,RETIREMENT,69.0,HIGH,2.71,0.496,0.312,0.85
63,42000.0,26700.0,1900.0,620000,117000.0,13400,17,5,1,MONTHLY,MEDIUM,RETIREMENT,64.0,HIGH,1.2301587301587302,0.6357142857142857,0.319047619047619,0.23214285714285715
57,64000.0,58800.0,0.0,870000,159000.0,13700,12,2,1,QUARTERLY,LOW,WEALTH_CREATION,56.0,HIGH,1.1328125,0.91875,0.2140625,0.20703125
65,20000.0,11900.0,5800.0,248000,19000.0,2300,10,2,2,QUARTERLY,MEDIUM,TAX_SAVING,78.0,HIGH,1.0333333333333334,0.595,0.115,0.07916666666666666
51,37000.0,24600.0,0.0,523000,131000.0,15500,6,1,3,QUARTERLY,HIGH,WEALTH_CREATION,39.0,MEDIUM,1.177927927927928,0.6648648648648648,0.4189189189189189,0.29504504504504503
54,55000.0,20000.0,25300.0,396000,149000.0,9700,2,2,4,MONTHLY,HIGH,RETIREMENT,56.0,MEDIUM,0.6,0.36363636363636365,0.17636363636363636,0.22575757575757577
35,40000.0,14200.0,20600.0,435000,259000.0,5200,19,2,1,QUARTERLY,MEDIUM,TAX_SAVING,52.0,HIGH,0.90625,0.355,0.13,0.5395833333333333
42,85000.0,61300.0,1200.0,2566000,1081000.0,22500,5,4,4,MONTHLY,MEDIUM,TAX_SAVING,96.0,HIGH,2.515686274509804,0.7211764705882353,0.2647058823529412,1.0598039215686275
63,74000.0,37100.0,31600.0,1052000,478000.0,5300,2,3,3,QUARTERLY,LOW,EMERGENCY_FUND,74.0,HIGH,1.1846846846846846,0.5013513513513513,0.07162162162162163,0.5382882882882883
24,71000.0,53000.0,7100.0,915000,267000.0,10900,14,1,4,MONTHLY,LOW,WEALTH_CREATION,84.0,HIGH,1.073943661971831,0.7464788732394366,0.15352112676056337,0.31338028169014087
56,55000.0,30100.0,18900.0,1377000,238000.0,6000,3,2,4,QUARTERLY,HIGH,WEALTH_CREATION,66.0,HIGH,2.0863636363636364,0.5472727272727272,0.10909090909090909,0.3606060606060606
58,63000.0,45200.0,11100.0,771000,20000.0,6700,4,4,5,MONTHLY,MEDIUM,EMERGENCY_FUND,86.0,HIGH,1.0198412698412698,0.7174603174603175,0.10634920634920635,0.026455026455026454
22,130000.0,92700.0,22700.0,783000,148000.0,14600,23,5,4,MONTHLY,MEDIUM,WEALTH_CREATION,98.0,HIGH,0.5019230769230769,0.713076923076923,0.1123076923076923,0.09487179487179487
29,101000.0,74100.0,0.0,746000,107000.0,55500,16,1,5,LUMP_SUM,MEDIUM,WEALTH_CREATION,69.0,MEDIUM,0.6155115511551155,0.7336633663366336,0.5495049504950495,0.08828382838283828
51,20000.0,14300.0,1300.0,386000,123000.0,4400,2,1,3,MONTHLY,MEDIUM,TAX_SAVING,44.0,HIGH,1.6083333333333334,0.715,0.22,0.5125
53,39000.0,7800.0,13400.0,689000,254000.0,17800,1,4,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,88.0,HIGH,1.4722222222222223,0.2,0.4564102564102564,0.5427350427350427
43,29000.0,15100.0,8300.0,1140000,604000.0,5600,10,1,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,70.0,HIGH,3.2758620689655173,0.5206896551724138,0.19310344827586207,1.735632183908046
61,49000.0,34600.0,5500.0,1030000,220000.0,8900,3,3,3,MONTHLY,HIGH,TAX_SAVING,91.0,HIGH,1.751700680272109,0.7061224489795919,0.1816326530612245,0.3741496598639456
60,100000.0,76700.0,15300.0,699000,168000.0,8000,21,1,3,RARELY,MEDIUM,RETIREMENT,46.0,MEDIUM,0.5825,0.767,0.08,0.14
47,60000.0,33900.0,19100.0,856000,57000.0,7000,17,2,3,RARELY,MEDIUM,RETIREMENT,60.0,HIGH,1.1888888888888889,0.565,0.11666666666666667,0.07916666666666666
34,53000.0,27800.0,15100.0,609000,253000.0,10100,1,2,5,RARELY,MEDIUM,WEALTH_CREATION,71.0,HIGH,0.9575471698113207,0.5245283018867924,0.19056603773584907,0.3977987421383648
40,74000.0,62100.0,0.0,1461000,77000.0,27700,8,3,4,MONTHLY,LOW,RETIREMENT,92.0,HIGH,1.6452702702702702,0.8391891891891892,0.37432432432432433,0.08671171171171171
56,30000.0,27100.0,0.0,576000,130000.0,5400,11,1,3,MONTHLY,HIGH,SHORT_TERM_GOAL,42.0,HIGH,1.6,0.9033333333333333,0.18,0.3611111111111111
36,52000.0,47800.0,0.0,1112000,72000.0,13800,3,1,4,RARELY,HIGH,WEALTH_CREATION,39.0,HIGH,1.7820512820512822,0.9192307692307692,0.2653846153846154,0.11538461538461539
39,111000.0,70900.0,13400.0,2099000,110000.0,26700,2,3,2,LUMP_SUM,HIGH,WEALTH_CREATION,63.0,MEDIUM,1.5758258258258258,0.6387387387387388,0.24054054054054055,0.08258258258258258
21,20000.0,14500.0,200.0,595000,430000.0,5300,4,3,2,RARELY,LOW,EMERGENCY_FUND,58.0,HIGH,2.4791666666666665,0.725,0.265,1.7916666666666667
62,57000.0,37300.0,0.0,685000,80000.0,21400,7,1,5,RARELY,HIGH,WEALTH_CREATION,64.0,MEDIUM,1.0014619883040936,0.6543859649122807,0.37543859649122807,0.11695906432748537
36,47000.0,28500.0,12700.0,355000,93000.0,5800,3,1,1,QUARTERLY,LOW,RETIREMENT,57.0,HIGH,0.6294326241134752,0.6063829787234043,0.12340425531914893,0.16489361702127658
62,81000.0,19000.0,50400.0,951000,168000.0,11600,11,4,2,RARELY,HIGH,EMERGENCY_FUND,69.0,MEDIUM,0.9783950617283951,0.2345679012345679,0.14320987654320988,0.1728395061728395
63,191000.0,82500.0,79000.0,360000,54000.0,29500,14,2,1,MONTHLY,LOW,WEALTH_CREATION,45.0,HIGH,0.15706806282722513,0.4319371727748691,0.1544502617801047,0.02356020942408377
60,33000.0,30300.0,0.0,160000,40000.0,3900,1,2,1,MONTHLY,MEDIUM,EMERGENCY_FUND,49.0,LOW,0.40404040404040403,0.9181818181818182,0.11818181818181818,0.10101010101010101
51,58000.0,39500.0,4000.0,775000,76000.0,14500,14,2,3,QUARTERLY,LOW,RETIREMENT,67.0,HIGH,1.1135057471264367,0.6810344827586207,0.25,0.10919540229885058
43,294000.0,117900.0,129500.0,4097000,1625000.0,46600,19,3,4,MONTHLY,LOW,SHORT_TERM_GOAL,90.0,HIGH,1.161281179138322,0.4010204081632653,0.15850340136054422,0.4606009070294785
28,93000.0,37200.0,24400.0,858000,135000.0,31400,12,1,1,MONTHLY,MEDIUM,RETIREMENT,49.0,HIGH,0.7688172043010753,0.4,0.33763440860215055,0.12096774193548387
22,117000.0,80600.0,4200.0,1997000,537000.0,32200,8,1,3,MONTHLY,HIGH,WEALTH_CREATION,46.0,HIGH,1.4223646723646723,0.6888888888888889,0.27521367521367524,0.38247863247863245
36,76000.0,27900.0,41900.0,164000,62000.0,6200,3,4,5,MONTHLY,LOW,SHORT_TERM_GOAL,96.0,HIGH,0.17982456140350878,0.3671052631578947,0.08157894736842106,0.06798245614035088
45,30000.0,23700.0,100.0,409000,195000.0,6200,3,2,1,RARELY,HIGH,RETIREMENT,25.0,LOW,1.136111111111111,0.79,0.20666666666666667,0.5416666666666666
61,146000.0,61800.0,78800.0,552000,66000.0,5400,2,4,3,MONTHLY,MEDIUM,TAX_SAVING,80.0,HIGH,0.3150684931506849,0.4232876712328767,0.036986301369863014,0.03767123287671233
25,178000.0,80100.0,78800.0,1025000,244000.0,19100,3,4,2,QUARTERLY,MEDIUM,TAX_SAVING,70.0,HIGH,0.4798689138576779,0.45,0.10730337078651686,0.11423220973782772
53,34000.0,30800.0,0.0,189000,10000.0,12200,6,2,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,68.0,LOW,0.4632352941176471,0.9058823529411765,0.3588235294117647,0.024509803921568627
45,48000.0,28300.0,500.0,1330000,200000.0,19200,18,2,2,MONTHLY,HIGH,SHORT_TERM_GOAL,60.0,HIGH,2.3090277777777777,0.5895833333333333,0.4,0.3472222222222222
56,72000.0,38400.0,23400.0,1032000,200000.0,10200,12,4,4,MONTHLY,LOW,SHORT_TERM_GOAL,87.0,HIGH,1.1944444444444444,0.5333333333333333,0.14166666666666666,0.23148148148148148
58,55000.0,35600.0,7100.0,626000,83000.0,12300,2,1,3,MONTHLY,HIGH,TAX_SAVING,52.0,MEDIUM,0.9484848484848485,0.6472727272727272,0.22363636363636363,0.12575757575757576
44,24000.0,15100.0,5300.0,386000,134000.0,3600,10,2,3,MONTHLY,HIGH,TAX_SAVING,67.0,HIGH,1.3402777777777777,0.6291666666666667,0.15,0.4652777777777778
29,111000.0,56900.0,26900.0,365000,46000.0,27200,6,1,1,QUARTERLY,MEDIUM,WEALTH_CREATION,23.0,MEDIUM,0.27402402402402404,0.5126126126126126,0.24504504504504504,0.03453453453453453
35,60000.0,41800.0,0.0,1851000,456000.0,31000,12,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,51.0,HIGH,2.5708333333333333,0.6966666666666667,0.5166666666666667,0.6333333333333333
24,166000.0,118600.0,0.0,2022000,774000.0,52700,1,3,1,MONTHLY,HIGH,WEALTH_CREATION,53.0,MEDIUM,1.0150602409638554,0.7144578313253012,0.31746987951807226,0.3885542168674699
50,62000.0,39100.0,14800.0,358000,166000.0,8100,12,2,2,MONTHLY,HIGH,WEALTH_CREATION,51.0,MEDIUM,0.48118279569892475,0.6306451612903226,0.13064516129032258,0.22311827956989247
60,104000.0,90300.0,0.0,3623000,1475000.0,15300,18,1,2,RARELY,HIGH,EMERGENCY_FUND,30.0,HIGH,2.903044871794872,0.8682692307692308,0.14711538461538462,1.1818910256410255
30,89000.0,49900.0,600.0,776000,141000.0,38500,12,4,4,MONTHLY,MEDIUM,WEALTH_CREATION,94.0,HIGH,0.7265917602996255,0.5606741573033708,0.43258426966292135,0.13202247191011235
41,45000.0,27700.0,9400.0,1127000,30000.0,7900,4,1,1,MONTHLY,HIGH,RETIREMENT,36.0,HIGH,2.087037037037037,0.6155555555555555,0.17555555555555555,0.05555555555555555
28,59000.0,36200.0,10900.0,1018000,426000.0,11900,3,1,1,QUARTERLY,MEDIUM,RETIREMENT,49.0,HIGH,1.4378531073446328,0.6135593220338983,0.2016949152542373,0.6016949152542372
62,74000.0,53200.0,900.0,2153000,986000.0,19900,13,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,HIGH,2.4245495495495497,0.7189189189189189,0.2689189189189189,1.1103603603603605
30,40000.0,15300.0,20300.0,258000,56000.0,4400,2,1,3,RARELY,MEDIUM,WEALTH_CREATION,50.0,MEDIUM,0.5375,0.3825,0.11,0.11666666666666667
43,26000.0,16800.0,1800.0,323000,138000.0,7400,22,1,5,MONTHLY,MEDIUM,WEALTH_CREATION,74.0,HIGH,1.0352564102564104,0.6461538461538462,0.2846153846153846,0.4423076923076923
50,175000.0,107900.0,63200.0,2191000,126000.0,3900,10,3,4,QUARTERLY,HIGH,SHORT_TERM_GOAL,58.0,HIGH,1.0433333333333332,0.6165714285714285,0.022285714285714287,0.06
37,64000.0,41100.0,15400.0,243000,95000.0,7500,7,3,1,QUARTERLY,HIGH,EMERGENCY_FUND,54.0,LOW,0.31640625,0.6421875,0.1171875,0.12369791666666667
23,77000.0,30700.0,20700.0,190000,87000.0,25600,6,1,5,MONTHLY,HIGH,WEALTH_CREATION,67.0,MEDIUM,0.20562770562770563,0.3987012987012987,0.33246753246753247,0.09415584415584416
23,68000.0,47000.0,12500.0,611000,26000.0,8500,5,1,3,MONTHLY,MEDIUM,TAX_SAVING,54.0,HIGH,0.7487745098039216,0.6911764705882353,0.125,0.031862745098039214
63,49000.0,24300.0,16200.0,347000,262000.0,8500,7,2,2,MONTHLY,HIGH,WEALTH_CREATION,37.0,MEDIUM,0.5901360544217688,0.4959183673469388,0.17346938775510204,0.445578231292517
