age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile
36,23000.0,14800.0,3000.0,430000,29000.0,5200,10,4,2,LUMP_SUM,HIGH,TAX_SAVING,56.0,HIGH
47,72000.0,66200.0,0.0,2432000,734000.0,21700,8,2,2,MONTHLY,LOW,RETIREMENT,62.0,HIGH
51,36000.0,15600.0,7500.0,839000,43000.0,12900,4,3,2,MONTHLY,HIGH,WEALTH_CREATION,75.0,HIGH
31,95000.0,51400.0,30300.0,515000,261000.0,13300,16,1,5,LUMP_SUM,LOW,TAX_SAVING,79.0,HIGH
45,81000.0,47900.0,23700.0,503000,211000.0,9400,15,5,3,QUARTERLY,MEDIUM,WEALTH_CREATION,93.0,HIGH
62,58000.0,36400.0,0.0,1344000,57000.0,25300,1,1,4,LUMP_SUM,HIGH,WEALTH_CREATION,43.0,MEDIUM
23,170000.0,101300.0,25800.0,422000,221000.0,42900,6,1,5,MONTHLY,LOW,EMERGENCY_FUND,77.0,MEDIUM
27,234000.0,132700.0,50000.0,1129000,210000.0,51300,7,3,3,RARELY,HIGH,TAX_SAVING,50.0,MEDIUM
46,85000.0,39000.0,38100.0,631000,195000.0,7900,6,3,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,75.0,HIGH
42,113000.0,65800.0,25600.0,1003000,298000.0,21600,3,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,MEDIUM
35,151000.0,86000.0,33200.0,867000,193000.0,31800,8,3,5,MONTHLY,LOW,RETIREMENT,88.0,HIGH
31,30000.0,21900.0,6500.0,359000,103000.0,1600,6,1,3,MONTHLY,MEDIUM,RETIREMENT,67.0,HIGH
34,32000.0,16600.0,800.0,661000,143000.0,14600,2,4,2,QUARTERLY,HIGH,TAX_SAVING,49.0,HIGH
40,83000.0,69600.0,7500.0,707000,208000.0,5900,7,1,3,QUARTERLY,MEDIUM,EMERGENCY_FUND,40.0,MEDIUM
27,57000.0,29600.0,9600.0,103000,44000.0,17800,12,1,5,RARELY,LOW,SHORT_TERM_GOAL,77.0,LOW
32,31000.0,22200.0,6700.0,341000,76000.0,2100,12,1,4,MONTHLY,LOW,EMERGENCY_FUND,69.0,HIGH
40,26000.0,14900.0,8800.0,131000,73000.0,2300,8,2,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,63.0,HIGH
41,76000.0,49000.0,20200.0,341000,95000.0,6800,9,1,2,MONTHLY,HIGH,SHORT_TERM_GOAL,57.0,LOW
37,68000.0,20400.0,31900.0,992000,149000.0,15700,13,1,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,75.0,HIGH
52,45000.0,29100.0,13200.0,247000,76000.0,2700,3,3,2,MONTHLY,HIGH,RETIREMENT,63.0,HIGH
50,65000.0,35100.0,5700.0,952000,131000.0,24200,17,2,4,MONTHLY,LOW,WEALTH_CREATION,72.0,HIGH
64,30000.0,10500.0,14900.0,131000,27000.0,4600,12,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,94.0,HIGH
31,95000.0,52500.0,3600.0,2237000,936000.0,38900,1,1,3,MONTHLY,MEDIUM,RETIREMENT,55.0,HIGH
22,23000.0,17500.0,4500.0,140000,34000.0,1000,6,3,4,LUMP_SUM,HIGH,WEALTH_CREATION,81.0,HIGH
24,58000.0,23400.0,22000.0,580000,77000.0,12600,1,3,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,81.0,HIGH
34,46000.0,21600.0,14400.0,438000,78000.0,10000,21,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,40.0,HIGH
57,85000.0,54000.0,19700.0,394000,187000.0,11300,4,2,4,MONTHLY,MEDIUM,TAX_SAVING,63.0,MEDIUM
29,64000.0,43400.0,3100.0,2804000,208000.0,17500,11,4,1,MONTHLY,HIGH,RETIREMENT,46.0,HIGH
38,98000.0,50000.0,35900.0,424000,76000.0,12100,17,1,1,MONTHLY,HIGH,WEALTH_CREATION,34.0,HIGH
63,37000.0,18100.0,14800.0,319000,48000.0,4100,18,1,3,MONTHLY,MEDIUM,RETIREMENT,59.0,HIGH
47,103000.0,61400.0,30900.0,700000,33000.0,10700,3,1,4,MONTHLY,LOW,EMERGENCY_FUND,76.0,MEDIUM
26,61000.0,38900.0,14900.0,769000,183000.0,7200,20,4,3,QUARTERLY,LOW,WEALTH_CREATION,91.0,HIGH
26,101000.0,64700.0,5000.0,2262000,501000.0,31300,4,3,1,RARELY,MEDIUM,WEALTH_CREATION,48.0,HIGH
40,51000.0,22900.0,25500.0,921000,517000.0,2600,2,4,3,MONTHLY,LOW,WEALTH_CREATION,88.0,HIGH
61,41000.0,31000.0,4700.0,825000,329000.0,5300,6,2,1,MONTHLY,LOW,SHORT_TERM_GOAL,80.0,HIGH
45,20000.0,7800.0,6200.0,441000,62000.0,6000,11,2,5,MONTHLY,MEDIUM,WEALTH_CREATION,86.0,HIGH
50,132000.0,96000.0,30800.0,2815000,1923000.0,5200,13,3,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,78.0,HIGH
43,132000.0,94800.0,0.0,1155000,419000.0,47500,6,4,3,MONTHLY,LOW,TAX_SAVING,75.0,HIGH
30,37000.0,20300.0,12400.0,261000,17000.0,4300,15,1,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,42.0,MEDIUM
25,43000.0,25600.0,12200.0,868000,50000.0,5200,10,2,1,LUMP_SUM,LOW,SHORT_TERM_GOAL,51.0,HIGH
22,44000.0,28800.0,9900.0,121000,13000.0,5300,22,2,1,MONTHLY,LOW,EMERGENCY_FUND,64.0,MEDIUM
56,75000.0,50900.0,7700.0,522000,177000.0,16400,2,1,4,MONTHLY,LOW,RETIREMENT,82.0,HIGH
46,38000.0,27200.0,3100.0,744000,148000.0,7700,7,2,4,QUARTERLY,HIGH,RETIREMENT,66.0,HIGH
54,107000.0,70200.0,28500.0,571000,62000.0,8300,10,1,2,MONTHLY,MEDIUM,TAX_SAVING,58.0,MEDIUM
35,43000.0,35400.0,2700.0,99000,33000.0,4900,6,3,3,MONTHLY,LOW,RETIREMENT,78.0,HIGH
55,122000.0,91300.0,2800.0,1090000,340000.0,27900,17,1,4,MONTHLY,LOW,WEALTH_CREATION,91.0,HIGH
58,80000.0,43500.0,24600.0,792000,404000.0,11900,10,2,3,LUMP_SUM,LOW,SHORT_TERM_GOAL,60.0,HIGH
35,79000.0,53600.0,10300.0,1473000,207000.0,15100,16,3,2,QUARTERLY,MEDIUM,EMERGENCY_FUND,73.0,HIGH
48,43000.0,28500.0,9700.0,290000,92000.0,4800,19,5,2,RARELY,MEDIUM,RETIREMENT,86.0,HIGH
36,39000.0,21200.0,13700.0,190000,46000.0,4100,11,3,2,QUARTERLY,MEDIUM,RETIREMENT,77.0,HIGH
34,85000.0,30900.0,39200.0,445000,228000.0,14900,6,2,3,RARELY,HIGH,WEALTH_CREATION,61.0,MEDIUM
43,96000.0,30400.0,33700.0,471000,144000.0,31900,4,3,3,RARELY,HIGH,EMERGENCY_FUND,51.0,LOW
44,72000.0,50800.0,19900.0,1413000,500000.0,1300,7,4,4,MONTHLY,HIGH,TAX_SAVING,90.0,HIGH
26,106000.0,66900.0,0.0,2018000,504000.0,54000,4,4,2,LUMP_SUM,HIGH,RETIREMENT,61.0,MEDIUM
51,132000.0,64000.0,56900.0,715000,219000.0,11100,14,1,1,MONTHLY,MEDIUM,RETIREMENT,50.0,HIGH
58,108000.0,65900.0,5200.0,2240000,1358000.0,36900,6,2,4,MONTHLY,LOW,RETIREMENT,77.0,HIGH
47,79000.0,49600.0,15600.0,1041000,222000.0,13800,9,2,4,MONTHLY,HIGH,WEALTH_CREATION,52.0,HIGH
41,84000.0,63800.0,6500.0,862000,295000.0,13700,4,4,3,RARELY,MEDIUM,WEALTH_CREATION,74.0,HIGH
24,49000.0,45000.0,1100.0,329000,139000.0,2900,6,1,3,RARELY,MEDIUM,RETIREMENT,63.0,HIGH
47,33000.0,14500.0,15300.0,245000,131000.0,3200,19,3,5,MONTHLY,HIGH,SHORT_TERM_GOAL,74.0,HIGH
38,71000.0,47300.0,13300.0,958000,300000.0,10400,6,3,3,RARELY,LOW,EMERGENCY_FUND,70.0,HIGH
50,73000.0,45400.0,15600.0,805000,305000.0,12000,9,4,5,QUARTERLY,HIGH,WEALTH_CREATION,93.0,HIGH
26,84000.0,39100.0,7700.0,1396000,221000.0,37200,2,1,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,60.0,MEDIUM
44,20000.0,13000.0,3800.0,307000,23000.0,3200,18,2,2,MONTHLY,MEDIUM,TAX_SAVING,69.0,HIGH
30,29000.0,16800.0,5800.0,270000,7000.0,6400,8,1,2,QUARTERLY,MEDIUM,EMERGENCY_FUND,45.0,LOW
37,20000.0,14300.0,4000.0,372000,158000.0,1700,5,3,2,QUARTERLY,MEDIUM,WEALTH_CREATION,79.0,HIGH
40,123000.0,56400.0,16700.0,182000,21000.0,49900,14,2,3,LUMP_SUM,HIGH,RETIREMENT,65.0,MEDIUM
39,199000.0,131100.0,25400.0,4351000,1405000.0,42500,3,2,1,MONTHLY,HIGH,RETIREMENT,41.0,HIGH
36,110000.0,58600.0,20700.0,1939000,988000.0,30700,3,1,2,QUARTERLY,HIGH,EMERGENCY_FUND,42.0,LOW
58,79000.0,56000.0,4500.0,706000,237000.0,18500,19,2,3,MONTHLY,LOW,TAX_SAVING,62.0,HIGH
64,119000.0,54600.0,42100.0,2382000,1258000.0,22300,4,2,2,LUMP_SUM,MEDIUM,RETIREMENT,54.0,HIGH
47,28000.0,13900.0,13000.0,75000,30000.0,1100,14,1,5,MONTHLY,LOW,SHORT_TERM_GOAL,90.0,HIGH
51,30000.0,22200.0,4200.0,239000,16000.0,3600,9,2,1,QUARTERLY,HIGH,WEALTH_CREATION,45.0,MEDIUM
52,94000.0,50900.0,8400.0,3013000,714000.0,34700,2,4,3,RARELY,HIGH,TAX_SAVING,77.0,HIGH
28,88000.0,53300.0,29500.0,876000,74000.0,5200,3,4,4,MONTHLY,LOW,EMERGENCY_FUND,84.0,HIGH
43,62000.0,38700.0,15400.0,253000,28000.0,7900,15,2,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,82.0,MEDIUM
56,53000.0,37500.0,6700.0,557000,131000.0,8800,15,2,1,MONTHLY,LOW,WEALTH_CREATION,61.0,HIGH
38,107000.0,66800.0,13100.0,798000,110000.0,27100,2,2,3,MONTHLY,HIGH,RETIREMENT,57.0,MEDIUM
47,106000.0,84900.0,13000.0,763000,78000.0,8100,3,1,4,RARELY,MEDIUM,WEALTH_CREATION,50.0,MEDIUM
32,39000.0,21400.0,3300.0,290000,107000.0,14300,7,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,49.0,MEDIUM
49,151000.0,55600.0,50500.0,3472000,431000.0,44900,20,2,1,RARELY,LOW,EMERGENCY_FUND,45.0,HIGH
38,36000.0,19900.0,8800.0,655000,8000.0,7300,2,1,4,QUARTERLY,HIGH,SHORT_TERM_GOAL,68.0,MEDIUM
29,38000.0,30500.0,5300.0,1264000,633000.0,2200,1,1,2,LUMP_SUM,HIGH,WEALTH_CREATION,27.0,HIGH
51,86000.0,58300.0,7300.0,1534000,388000.0,20400,15,1,4,MONTHLY,HIGH,WEALTH_CREATION,68.0,HIGH
36,46000.0,32600.0,200.0,329000,56000.0,13200,4,3,4,LUMP_SUM,HIGH,SHORT_TERM_GOAL,85.0,LOW
26,82000.0,66500.0,0.0,4468000,937000.0,26900,1,1,2,MONTHLY,LOW,SHORT_TERM_GOAL,50.0,HIGH
50,28000.0,17200.0,3900.0,248000,34000.0,6900,10,1,5,LUMP_SUM,HIGH,WEALTH_CREATION,63.0,HIGH
25,44000.0,38400.0,0.0,220000,74000.0,6900,2,2,1,MONTHLY,HIGH,EMERGENCY_FUND,50.0,LOW
60,94000.0,38300.0,38000.0,442000,55000.0,17700,15,1,1,MONTHLY,MEDIUM,TAX_SAVING,57.0,HIGH
53,79000.0,46400.0,0.0,1582000,476000.0,38000,21,4,1,MONTHLY,HIGH,RETIREMENT,70.0,HIGH
27,91000.0,26100.0,62100.0,454000,97000.0,2800,4,2,4,MONTHLY,LOW,EMERGENCY_FUND,75.0,HIGH
60,55000.0,33300.0,9900.0,650000,59000.0,11800,18,3,4,QUARTERLY,MEDIUM,EMERGENCY_FUND,86.0,HIGH
54,37000.0,26500.0,0.0,103000,23000.0,15400,18,2,2,MONTHLY,HIGH,SHORT_TERM_GOAL,60.0,LOW
40,113000.0,57400.0,38100.0,451000,158000.0,17500,12,1,1,LUMP_SUM,MEDIUM,WEALTH_CREATION,38.0,MEDIUM
64,21000.0,19300.0,0.0,473000,226000.0,2200,13,5,4,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,75.0,HIGH
27,39000.0,21500.0,13500.0,237000,49000.0,4000,10,1,2,RARELY,LOW,SHORT_TERM_GOAL,65.0,MEDIUM
48,144000.0,80600.0,44100.0,1405000,118000.0,19300,12,4,1,MONTHLY,MEDIUM,WEALTH_CREATION,68.0,HIGH
61,57000.0,26600.0,27600.0,72000,26000.0,2800,9,3,3,QUARTERLY,MEDIUM,RETIREMENT,84.0,HIGH
32,102000.0,80100.0,4500.0,1898000,423000.0,17400,1,1,1,RARELY,LOW,EMERGENCY_FUND,61.0,LOW
21,44000.0,24600.0,13700.0,98000,36000.0,5700,15,2,2,QUARTERLY,MEDIUM,RETIREMENT,60.0,HIGH
65,48000.0,24900.0,18300.0,968000,200000.0,4800,15,3,4,RARELY,HIGH,RETIREMENT,61.0,HIGH
44,91000.0,48100.0,41300.0,1142000,161000.0,1600,15,3,3,LUMP_SUM,HIGH,RETIREMENT,49.0,HIGH
40,30000.0,15800.0,10400.0,375000,93000.0,3800,1,3,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,98.0,HIGH
53,33000.0,21600.0,9500.0,235000,17000.0,1900,5,3,1,LUMP_SUM,HIGH,SHORT_TERM_GOAL,69.0,LOW
45,29000.0,22200.0,4700.0,292000,40000.0,2100,18,2,2,LUMP_SUM,HIGH,WEALTH_CREATION,39.0,HIGH
24,49000.0,30000.0,16400.0,189000,4000.0,2600,3,2,4,QUARTERLY,MEDIUM,TAX_SAVING,64.0,HIGH
60,93000.0,53000.0,10200.0,398000,125000.0,29800,8,4,5,LUMP_SUM,LOW,SHORT_TERM_GOAL,99.0,MEDIUM
52,99000.0,60100.0,30400.0,739000,127000.0,8500,3,3,1,RARELY,MEDIUM,WEALTH_CREATION,65.0,MEDIUM
44,28000.0,21500.0,2300.0,694000,125000.0,4200,2,4,3,MONTHLY,MEDIUM,RETIREMENT,86.0,HIGH
52,26000.0,16800.0,6600.0,730000,63000.0,2600,9,2,3,LUMP_SUM,HIGH,SHORT_TERM_GOAL,62.0,HIGH
33,43000.0,37600.0,0.0,1848000,862000.0,17300,9,3,5,MONTHLY,HIGH,RETIREMENT,91.0,HIGH
44,91000.0,83700.0,0.0,2856000,1105000.0,29400,1,2,1,LUMP_SUM,HIGH,WEALTH_CREATION,57.0,HIGH
30,78000.0,29300.0,29100.0,77000,23000.0,19600,10,3,3,MONTHLY,MEDIUM,RETIREMENT,75.0,HIGH
28,72000.0,49700.0,17600.0,615000,222000.0,4700,4,2,4,LUMP_SUM,MEDIUM,TAX_SAVING,85.0,HIGH
31,69000.0,55600.0,0.0,1660000,715000.0,15100,7,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,50.0,HIGH
55,124000.0,94700.0,4300.0,2467000,903000.0,25000,18,2,3,MONTHLY,LOW,WEALTH_CREATION,67.0,HIGH
35,39000.0,33500.0,300.0,139000,64000.0,5200,6,3,3,RARELY,MEDIUM,SHORT_TERM_GOAL,74.0,LOW
65,80000.0,60600.0,3100.0,1692000,383000.0,16300,18,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,40.0,HIGH
57,81000.0,49400.0,20900.0,440000,290000.0,10700,4,1,1,LUMP_SUM,LOW,EMERGENCY_FUND,54.0,LOW
55,104000.0,61500.0,31300.0,464000,205000.0,11200,7,4,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,74.0,MEDIUM
35,42000.0,21000.0,9200.0,1249000,104000.0,11800,1,1,4,LUMP_SUM,LOW,RETIREMENT,65.0,HIGH
55,152000.0,90600.0,39200.0,375000,65000.0,22200,20,1,2,LUMP_SUM,LOW,WEALTH_CREATION,46.0,HIGH
48,54000.0,19900.0,10200.0,1171000,195000.0,23900,9,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,74.0,HIGH
29,134000.0,84500.0,0.0,3369000,858000.0,51000,7,3,4,MONTHLY,HIGH,TAX_SAVING,65.0,HIGH
51,52000.0,32800.0,6400.0,1180000,253000.0,12800,10,3,3,MONTHLY,LOW,WEALTH_CREATION,71.0,HIGH
52,30000.0,18300.0,6800.0,86000,49000.0,4900,22,3,3,RARELY,MEDIUM,EMERGENCY_FUND,65.0,MEDIUM
39,42000.0,32800.0,4400.0,1404000,186000.0,4800,10,3,2,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,HIGH
35,87000.0,36700.0,29300.0,487000,80000.0,21000,3,1,1,MONTHLY,LOW,EMERGENCY_FUND,56.0,LOW
54,51000.0,25100.0,14100.0,313000,49000.0,11800,9,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,87.0,HIGH
30,82000.0,58000.0,14200.0,1095000,602000.0,9800,7,1,4,RARELY,LOW,WEALTH_CREATION,59.0,HIGH
60,125000.0,115000.0,0.0,1935000,119000.0,28600,15,4,5,RARELY,MEDIUM,WEALTH_CREATION,71.0,HIGH
25,160000.0,99700.0,34700.0,1760000,265000.0,25600,11,1,3,MONTHLY,LOW,WEALTH_CREATION,68.0,HIGH
53,48000.0,32400.0,8500.0,164000,8000.0,7100,7,1,2,RARELY,MEDIUM,EMERGENCY_FUND,42.0,LOW
25,83000.0,55500.0,16700.0,145000,6000.0,10800,16,3,1,LUMP_SUM,LOW,WEALTH_CREATION,53.0,HIGH
37,109000.0,70000.0,10900.0,4182000,2228000.0,28100,9,2,1,MONTHLY,LOW,RETIREMENT,65.0,HIGH
59,97000.0,56400.0,37800.0,556000,148000.0,2800,10,1,1,MONTHLY,HIGH,WEALTH_CREATION,31.0,HIGH
52,53000.0,27100.0,9300.0,281000,142000.0,16600,22,3,2,RARELY,MEDIUM,SHORT_TERM_GOAL,41.0,MEDIUM
42,43000.0,18600.0,18200.0,627000,28000.0,6200,2,1,5,QUARTERLY,LOW,TAX_SAVING,85.0,HIGH
28,48000.0,35200.0,7000.0,78000,38000.0,5800,8,1,2,RARELY,HIGH,TAX_SAVING,23.0,LOW
22,49000.0,25900.0,18200.0,683000,164000.0,4900,12,1,1,MONTHLY,HIGH,EMERGENCY_FUND,42.0,MEDIUM
28,144000.0,83600.0,44300.0,788000,134000.0,16100,4,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,61.0,HIGH
39,189000.0,106600.0,0.0,4535000,307000.0,103900,2,2,2,RARELY,HIGH,SHORT_TERM_GOAL,36.0,LOW
29,90000.0,33100.0,55300.0,337000,87000.0,1600,8,2,1,MONTHLY,MEDIUM,EMERGENCY_FUND,61.0,MEDIUM
60,62000.0,24000.0,30500.0,206000,67000.0,7500,15,2,1,LUMP_SUM,LOW,RETIREMENT,62.0,HIGH
32,89000.0,78500.0,0.0,404000,95000.0,29000,1,1,3,MONTHLY,LOW,SHORT_TERM_GOAL,87.0,LOW
46,159000.0,110800.0,13500.0,2504000,313000.0,34700,2,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,HIGH
59,78000.0,64800.0,0.0,1612000,297000.0,15400,7,1,3,MONTHLY,HIGH,EMERGENCY_FUND,72.0,HIGH
23,49000.0,44600.0,0.0,777000,218000.0,13500,20,2,1,MONTHLY,HIGH,RETIREMENT,35.0,HIGH
27,123000.0,76800.0,20100.0,742000,24000.0,26100,9,3,3,MONTHLY,LOW,SHORT_TERM_GOAL,87.0,HIGH
63,108000.0,90400.0,0.0,3627000,127000.0,23500,12,3,5,RARELY,MEDIUM,EMERGENCY_FUND,75.0,HIGH
39,97000.0,62700.0,0.0,2498000,957000.0,37600,10,1,2,RARELY,HIGH,WEALTH_CREATION,32.0,HIGH
57,232000.0,135700.0,18400.0,5912000,1193000.0,77900,10,1,5,MONTHLY,HIGH,SHORT_TERM_GOAL,66.0,HIGH
42,143000.0,78700.0,13500.0,774000,472000.0,50800,2,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,59.0,MEDIUM
30,114000.0,83300.0,17000.0,4784000,1766000.0,13700,12,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,HIGH
54,76000.0,33500.0,700.0,1816000,303000.0,41800,15,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,77.0,HIGH
65,51000.0,42700.0,0.0,1023000,17000.0,17400,2,3,2,QUARTERLY,MEDIUM,WEALTH_CREATION,64.0,HIGH
21,70000.0,37900.0,29800.0,323000,138000.0,2300,18,1,3,RARELY,MEDIUM,EMERGENCY_FUND,54.0,HIGH
46,46000.0,29700.0,0.0,878000,123000.0,23800,20,3,2,QUARTERLY,MEDIUM,RETIREMENT,54.0,HIGH
57,34000.0,24400.0,4100.0,148000,22000.0,5500,5,2,3,MONTHLY,LOW,TAX_SAVING,61.0,MEDIUM
57,65000.0,33300.0,26900.0,469000,8000.0,4800,14,1,5,QUARTERLY,LOW,TAX_SAVING,84.0,HIGH
36,75000.0,23800.0,25400.0,1633000,289000.0,25800,1,1,4,MONTHLY,HIGH,RETIREMENT,73.0,HIGH
42,72000.0,32600.0,10200.0,319000,137000.0,29200,4,3,1,MONTHLY,HIGH,WEALTH_CREATION,58.0,LOW
62,84000.0,44400.0,33400.0,683000,121000.0,6200,11,1,4,MONTHLY,HIGH,WEALTH_CREATION,43.0,HIGH
34,102000.0,58800.0,14100.0,4667000,1642000.0,29100,3,1,5,MONTHLY,HIGH,TAX_SAVING,60.0,HIGH
22,114000.0,79800.0,400.0,1199000,40000.0,33800,13,1,5,RARELY,LOW,RETIREMENT,69.0,HIGH
27,115000.0,63800.0,15800.0,505000,245000.0,35400,7,1,1,RARELY,MEDIUM,WEALTH_CREATION,30.0,LOW
39,48000.0,39700.0,0.0,570000,140000.0,10100,12,1,1,QUARTERLY,HIGH,WEALTH_CREATION,50.0,MEDIUM
25,48000.0,22100.0,9300.0,405000,12000.0,16600,15,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,54.0,HIGH
52,181000.0,111600.0,37800.0,1735000,287000.0,31600,10,2,1,MONTHLY,HIGH,SHORT_TERM_GOAL,36.0,LOW
35,61000.0,44100.0,0.0,1369000,168000.0,17600,20,3,4,MONTHLY,LOW,WEALTH_CREATION,82.0,HIGH
44,54000.0,42200.0,8600.0,669000,143000.0,3200,10,3,2,QUARTERLY,LOW,TAX_SAVING,69.0,HIGH
29,44000.0,37300.0,0.0,735000,284000.0,23100,4,5,1,MONTHLY,LOW,RETIREMENT,82.0,HIGH
29,77000.0,41400.0,8500.0,2217000,808000.0,27100,5,2,2,LUMP_SUM,LOW,WEALTH_CREATION,53.0,HIGH
45,74000.0,47000.0,17100.0,1092000,210000.0,9900,9,4,2,RARELY,MEDIUM,SHORT_TERM_GOAL,60.0,HIGH
33,167000.0,45000.0,88500.0,633000,17000.0,33500,8,2,3,MONTHLY,HIGH,EMERGENCY_FUND,58.0,LOW
21,108000.0,73700.0,32100.0,1906000,340000.0,2200,7,1,5,LUMP_SUM,LOW,EMERGENCY_FUND,68.0,HIGH
44,81000.0,30500.0,45700.0,927000,215000.0,4800,17,1,5,MONTHLY,HIGH,EMERGENCY_FUND,73.0,HIGH
33,51000.0,15200.0,25700.0,356000,133000.0,10100,5,2,4,QUARTERLY,MEDIUM,EMERGENCY_FUND,74.0,HIGH
34,20000.0,14000.0,1900.0,444000,43000.0,4100,7,1,2,MONTHLY,MEDIUM,RETIREMENT,58.0,HIGH
35,59000.0,35300.0,14900.0,1223000,234000.0,8800,4,4,2,MONTHLY,HIGH,EMERGENCY_FUND,60.0,HIGH
49,63000.0,20500.0,38200.0,534000,278000.0,4300,10,1,2,MONTHLY,HIGH,WEALTH_CREATION,37.0,HIGH
47,36000.0,25400.0,3700.0,384000,86000.0,6900,20,3,3,RARELY,LOW,WEALTH_CREATION,64.0,HIGH
58,71000.0,46600.0,0.0,1010000,51000.0,30600,15,2,2,MONTHLY,HIGH,SHORT_TERM_GOAL,56.0,MEDIUM
28,46000.0,14300.0,24700.0,1147000,201000.0,7000,1,5,2,RARELY,MEDIUM,TAX_SAVING,71.0,HIGH
48,51000.0,25800.0,19200.0,975000,398000.0,6000,6,3,5,MONTHLY,HIGH,RETIREMENT,73.0,HIGH
46,83000.0,44100.0,20500.0,870000,324000.0,18400,1,2,5,RARELY,LOW,WEALTH_CREATION,82.0,HIGH
30,107000.0,97500.0,1600.0,295000,46000.0,7900,16,4,1,MONTHLY,LOW,WEALTH_CREATION,74.0,HIGH
26,69000.0,48900.0,11700.0,1138000,128000.0,8400,1,3,1,MONTHLY,LOW,RETIREMENT,73.0,HIGH
31,274000.0,183900.0,0.0,2872000,927000.0,104900,8,4,2,RARELY,HIGH,WEALTH_CREATION,67.0,MEDIUM
63,136000.0,122900.0,0.0,1492000,1069000.0,17600,5,3,3,RARELY,HIGH,SHORT_TERM_GOAL,70.0,MEDIUM
41,119000.0,86900.0,12200.0,996000,613000.0,19900,1,2,4,MONTHLY,HIGH,RETIREMENT,70.0,HIGH
37,113000.0,69000.0,23200.0,265000,21000.0,20800,15,4,5,MONTHLY,MEDIUM,TAX_SAVING,89.0,HIGH
33,129000.0,93900.0,13800.0,956000,78000.0,21300,20,4,2,MONTHLY,MEDIUM,WEALTH_CREATION,70.0,HIGH
52,92000.0,70900.0,0.0,268000,97000.0,36800,4,3,4,QUARTERLY,MEDIUM,RETIREMENT,77.0,LOW
56,20000.0,17200.0,0.0,337000,116000.0,4800,11,1,3,MONTHLY,HIGH,WEALTH_CREATION,45.0,HIGH
38,112000.0,65100.0,0.0,702000,235000.0,48300,16,1,2,RARELY,LOW,WEALTH_CREATION,52.0,MEDIUM
57,88000.0,49700.0,16300.0,1377000,258000.0,22000,10,2,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,43.0,HIGH
54,71000.0,57100.0,1700.0,571000,180000.0,12200,13,1,5,MONTHLY,HIGH,SHORT_TERM_GOAL,78.0,HIGH
44,68000.0,42800.0,0.0,245000,113000.0,32900,11,1,2,QUARTERLY,HIGH,RETIREMENT,33.0,LOW
50,43000.0,14700.0,13400.0,70000,26000.0,14900,2,3,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,63.0,LOW
27,41000.0,23800.0,900.0,687000,116000.0,16300,1,3,2,RARELY,HIGH,RETIREMENT,48.0,LOW
44,107000.0,78100.0,26600.0,2279000,1129000.0,2300,4,3,1,RARELY,MEDIUM,WEALTH_CREATION,53.0,HIGH
48,26000.0,18300.0,2800.0,146000,33000.0,4900,15,2,2,MONTHLY,MEDIUM,TAX_SAVING,71.0,MEDIUM
59,109000.0,79900.0,0.0,3415000,1066000.0,31900,4,4,4,QUARTERLY,MEDIUM,WEALTH_CREATION,96.0,HIGH
43,42000.0,27300.0,8700.0,512000,45000.0,6000,10,2,3,MONTHLY,MEDIUM,EMERGENCY_FUND,66.0,MEDIUM
50,45000.0,25700.0,5200.0,346000,8000.0,14100,17,2,2,MONTHLY,MEDIUM,RETIREMENT,53.0,HIGH
26,316000.0,247600.0,0.0,6311000,1839000.0,70500,5,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,51.0,HIGH
